datetime,forecast,Номер скважины
1992-04-11,4.908331794689707,0
1992-04-12,5.005205253006589,0
1992-04-13,5.118521319344985,0
1992-04-14,4.9354277327176455,0
1992-04-15,4.6713190709790675,0
1992-04-16,4.633749230326404,0
1992-04-17,4.842098225439635,0
1992-04-18,4.718046979568925,0
1992-04-19,4.814920437885843,0
1992-04-20,4.928236504224209,0
1992-04-21,4.745142917596837,0
1992-04-22,4.481034255858184,0
1992-04-23,4.443464415205502,0
1992-04-24,4.651813410318738,0
1992-04-25,4.527762164448026,0
1992-04-26,4.62463562276503,0
1992-04-27,4.737951689103342,0
1992-04-28,4.554858102476175,0
1992-04-29,4.290749440737384,0
1992-04-30,4.253179600084839,0
1992-05-01,4.46152859519789,0
1992-05-02,4.337477349327244,0
1992-05-03,4.434350807644284,0
1992-05-04,4.547666873982512,0
1992-05-05,4.364573287355059,0
1992-05-06,4.100464625616644,0
1992-05-07,4.062894784963937,0
1992-05-08,4.271243780077099,0
1992-05-09,4.147192534206462,0
1992-05-10,4.24406599252335,0
1992-05-11,4.357382058861647,0
1992-05-12,4.1742884722343865,0
1992-05-13,3.910179810495655,0
1992-05-14,3.872609969843283,0
1992-05-15,4.080958964956262,0
1992-05-16,3.9569077190856055,0
1992-05-17,4.05378117740266,0
1992-05-18,4.167097243740868,0
1992-05-19,3.984003657113269,0
1992-05-20,3.719894995374914,0
1992-05-21,3.6823251547221783,0
1992-05-22,3.8906741498354727,0
1992-05-23,3.766622903964823,0
1992-05-24,3.8634963622819085,0
1992-05-25,3.97681242862009,0
1992-05-26,3.7937188419927867,0
1992-05-27,3.5296101802540267,0
1992-05-28,3.492040339601276,0
1992-05-29,3.7003893347146377,0
1992-05-30,3.5763380888439245,0
1992-05-31,3.6732115471610984,0
1992-06-01,3.786527613499225,0
1992-06-02,3.6034340268721152,0
1992-06-03,3.339325365133186,0
1992-06-04,3.3017555244806642,0
1992-06-05,3.510104519593783,0
1992-06-06,3.3860532737231446,0
1992-06-07,3.4829267320401627,0
1992-06-08,3.596242798378449,0
1992-06-09,3.4131492117509996,0
1992-06-10,3.1490405500122973,0
1992-06-11,3.1114707093597618,0
1992-06-12,3.319819704472936,0
1992-06-13,3.1957684586023603,0
1992-06-14,3.292641916919231,0
1992-06-15,3.4059579832574434,0
1992-06-16,3.2228643966303294,0
1992-06-17,2.958755734891457,0
1992-06-18,2.921185894239106,0
